# y, nut, U
-1.000000000000000000e+00,2.094835178524162287e-34,1.072375039123900140e-15
-9.996988186962042500e-01,3.889721982976433700e-11,3.443349696074008825e-03
-9.987954562051724050e-01,2.709506389292274536e-09,1.376508634881620612e-02
-9.972904566786902070e-01,3.133462635779765778e-08,3.093976007729469513e-02
-9.951847266721968177e-01,1.796981088913094176e-07,5.492113783324942267e-02
-9.924795345987099671e-01,6.997126656996797500e-07,8.562863319531116568e-02
-9.891765099647810144e-01,2.122139732226652150e-06,1.229127795757534586e-01
-9.852776423889412216e-01,5.377316733754463879e-06,1.664881070316287792e-01
-9.807852804032304306e-01,1.185735156879537901e-05,2.158328029166154960e-01
-9.757021300385284590e-01,2.337612267644074363e-05,2.700810383134888970e-01
-9.700312531945439742e-01,4.205232454166335607e-05,3.279634609592317340e-01
-9.637760657954398402e-01,7.019205222689688778e-05,3.878538089068394035e-01
-9.569403357322088244e-01,1.102263064401529140e-04,4.479379872307858168e-01
-9.495281805930366748e-01,1.646950717494618079e-04,5.064581616804999520e-01
-9.415440651830206953e-01,2.362367680782261764e-04,5.619453193380398170e-01
-9.329927988347388457e-01,3.275514855008696859e-04,6.133651952833544252e-01
-9.238795325112867385e-01,4.413292814435776606e-04,6.601507438511687864e-01
-9.142097557035306910e-01,5.801339783931099480e-04,7.021428489467785861e-01
-9.039892931234433382e-01,7.462213828934102658e-04,7.394847566990315757e-01
-8.932243011955152134e-01,9.412959995019576321e-04,7.725116380485683720e-01
-8.819212643483549385e-01,1.166282327635004669e-03,8.016587405195886307e-01
-8.700869911087113495e-01,1.421225975535038736e-03,8.273941155773354428e-01
-8.577286100002720071e-01,1.705215570680416060e-03,8.501743080164365640e-01
-8.448535652497071169e-01,2.016173991982933306e-03,8.704201009769154673e-01
-8.314696123025453467e-01,2.350527238900470411e-03,8.885078051127741627e-01
-8.175848131515836004e-01,2.702934999684295132e-03,9.047697442168407544e-01
-8.032075314806448318e-01,3.066144318151326712e-03,9.194983342240439228e-01
-7.883464276266062276e-01,3.431011915876293512e-03,9.329485749916854864e-01
-7.730104533627369934e-01,3.787410363806855470e-03,9.453394784368542858e-01
-7.572088465064843454e-01,4.126337933877933205e-03,9.568569135220252875e-01
-7.409511253549588838e-01,4.441501943574806439e-03,9.676561848004572308e-01
-7.242470829514667807e-01,4.728609307216074566e-03,9.778631563112143432e-01
-7.071067811865474617e-01,4.984548693498006521e-03,9.875767658057967857e-01
-6.895405447370669405e-01,5.205801699629846596e-03,9.968730471844509111e-01
-6.715589548470184411e-01,5.388523209233709449e-03,1.005812737127039780e+00
-6.531728429537768665e-01,5.533154196952278468e-03,1.014445734236686825e+00
-6.343932841636453768e-01,5.643345547943452029e-03,1.022812386083053138e+00
-6.152315905806267082e-01,5.723610467489113895e-03,1.030944356657136574e+00
-5.956993044924333569e-01,5.778355174382944492e-03,1.038865248597480972e+00
-5.758081914178453387e-01,5.811566435011634134e-03,1.046593602463054440e+00
-5.555702330196019556e-01,5.824430656612683728e-03,1.054144470077770013e+00
-5.349976198870970423e-01,5.818082809607047663e-03,1.061528726873848250e+00
-5.141027441932216613e-01,5.795799621931725654e-03,1.068750423549601258e+00
-4.928981922297839824e-01,5.761181175863917814e-03,1.075805498429149409e+00
-4.713967368259976976e-01,5.716938231874574630e-03,1.082685729887451487e+00
-4.496113296546067062e-01,5.664809015994897931e-03,1.089384379229626498e+00
-4.275550934302822514e-01,5.606833311753841795e-03,1.095896561053541829e+00
-4.052413140049897500e-01,5.544136965628998492e-03,1.102216785911572572e+00
-3.826834323650897263e-01,5.477224541389050065e-03,1.108337126180945154e+00
-3.598950365349881664e-01,5.404433124516503165e-03,1.114247178579462538e+00
-3.368898533922199401e-01,5.323494794772439496e-03,1.119934875987836920e+00
-3.136817403988914066e-01,5.234678499525995642e-03,1.125384037877891652e+00
-2.902846772544621645e-01,5.140111577651227358e-03,1.130574187503342376e+00
-2.667127574748983099e-01,5.041757259739764428e-03,1.135485249323811230e+00
-2.429801799032638709e-01,4.941355997218695346e-03,1.140098308532734750e+00
-2.191012401568696588e-01,4.842375509961878606e-03,1.144391019539425569e+00
-1.950903220161281926e-01,4.746927074710750351e-03,1.148335369336174194e+00
-1.709618887603012449e-01,4.653822696291117812e-03,1.151902066860061691e+00
-1.467304744553616369e-01,4.563325369241689328e-03,1.155061683388528104e+00
-1.224106751992161540e-01,4.475939995192286178e-03,1.157785653451257168e+00
-9.801714032956064526e-02,4.392565761905361903e-03,1.160048573482186596e+00
-7.356456359966732916e-02,4.320185405850053041e-03,1.161827272588921378e+00
-4.906767432741800800e-02,4.266075275010153788e-03,1.163099442635760816e+00
-2.454122852291214241e-02,4.233530117819203284e-03,1.163846429853326425e+00
6.123233995736766036e-17,4.233530117834176550e-03,1.164057830867358145e+00
2.454122852291226384e-02,4.233530117849149815e-03,1.163734363101086133e+00
4.906767432741812596e-02,4.266075275015073463e-03,1.162886492644374492e+00
7.356456359966745406e-02,4.320185405848644446e-03,1.161530644612651653e+00
9.801714032956077016e-02,4.392565761907403672e-03,1.159685665291605661e+00
1.224106751992162789e-01,4.475939995193282776e-03,1.157372214075830685e+00
1.467304744553617479e-01,4.563325369237600584e-03,1.154614045127817512e+00
1.709618887603013559e-01,4.653822696282335775e-03,1.151437805208794796e+00
1.950903220161283314e-01,4.746927074714990015e-03,1.147868957099493548e+00
2.191012401568697698e-01,4.842375509963806751e-03,1.143928380221706176e+00
2.429801799032639820e-01,4.941355997220058839e-03,1.139634833176540907e+00
2.667127574748984209e-01,5.041757259740072342e-03,1.135007704656495031e+00
2.902846772544623311e-01,5.140111577649319162e-03,1.130067762828495193e+00
3.136817403988915731e-01,5.234678499527418115e-03,1.124837573397072576e+00
3.368898533922200511e-01,5.323494794771377846e-03,1.119339696787108540e+00
3.598950365349882774e-01,5.404433124516319284e-03,1.113592970700128415e+00
3.826834323650898373e-01,5.477224541388174897e-03,1.107610576355552823e+00
4.052413140049898610e-01,5.544136965628381798e-03,1.101402880043258925e+00
