# y, nut, U
-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.999952938095761912e-01,5.055902241351399827e-17,4.319282296913351678e-04
-9.999811752826011091e-01,1.292789217919673836e-14,1.727696675523795675e-03
-9.999576445519638979e-01,3.306809401841762951e-13,3.887256598757010510e-03
-9.999247018391445030e-01,3.294058819782824383e-12,6.910526623817682575e-03
-9.998823474542125611e-01,1.956522737891580388e-11,1.079739178129596709e-02
-9.998305817958234032e-01,8.376630523496299709e-11,1.554769948011502055e-02
-9.997694053512152790e-01,2.860475148766937924e-10,2.116124695674286016e-02
-9.996988186962042500e-01,8.276090810095548456e-10,2.763774938377468182e-02
-9.996188224951786383e-01,2.109343106263629388e-09,3.497676984497280483e-02
-9.995294175010931426e-01,4.863472057589892687e-09,4.317758152283059786e-02
-9.994306045554617324e-01,1.033813431853538156e-08,5.223891868711102310e-02
-9.993223845883495438e-01,2.054391222061902558e-08,6.215855690714563314e-02
-9.992047586183638863e-01,3.856859393789484526e-08,7.293264579114880353e-02
-9.990777277526453615e-01,6.896079956796718614e-08,8.455470274488879889e-02
-9.989412931868568712e-01,1.181727032449837561e-07,9.701417012545913987e-02
-9.987954562051724050e-01,1.950348204984290283e-07,1.102944518548507891e-01
-9.986402181802651601e-01,3.112102053505951901e-07,1.243703958676532356e-01
-9.984755805732947742e-01,4.815428275859642578e-07,1.392052962155641560e-01
-9.983015449338928926e-01,7.241833935165402688e-07,1.547476684650407330e-01
-9.981181129001491792e-01,1.060363407666970443e-06,1.709282944112469615e-01
-9.979252861985959955e-01,1.513720648786280514e-06,1.876582752577184432e-01
-9.977230666441916362e-01,2.109175618958153853e-06,2.048289489458267332e-01
-9.975114561403034541e-01,2.871505657388373961e-06,2.223143621583349161e-01
-9.972904566786902070e-01,3.823899546372168254e-06,2.399764656486675085e-01
-9.970600703394829623e-01,4.986815955105529942e-06,2.576724470471846162e-01
-9.968202992911656679e-01,6.377372395692729004e-06,2.752629497307761963e-01
-9.965711457905548354e-01,8.009304810693655607e-06,2.926196815186747346e-01
-9.963126121827780013e-01,9.893365292992159228e-06,3.096311974838532044e-01
-9.960447009012519670e-01,1.203794511146817738e-05,3.262062614211820866e-01
-9.957674144676598171e-01,1.444972808531667685e-05,3.422748353592926507e-01
-9.954807554919269386e-01,1.713424994135433167e-05,3.577871828197818349e-01
-9.951847266721968177e-01,2.009631325771318766e-05,3.727117373862249838e-01
-9.948793307948056164e-01,2.334025885194981011e-05,3.870323480077664247e-01
-9.945645707342554154e-01,2.687011960901685247e-05,4.007453693456300425e-01
-9.942404494531879022e-01,3.068968926908841011e-05,4.138569018598746707e-01
-9.939069700023560605e-01,3.480253549406452644e-05,4.263803471571520620e-01
-9.935641355205953040e-01,3.921197989901295284e-05,4.383343440984936445e-01
-9.932119492347945000e-01,4.392106101710060111e-05,4.497410881582389885e-01
-9.928504144598651049e-01,4.893249068124297721e-05,4.606250019511985982e-01
-9.924795345987099671e-01,5.424861029661326732e-05,4.710117094821502648e-01
-9.920993131421917965e-01,5.987135074563070355e-05,4.809272630123359593e-01
-9.917097536690995252e-01,6.580219789593919652e-05,4.903975741714668990e-01
-9.913108598461154441e-01,7.204216458027647596e-05,4.994480066568748877e-01
-9.909026354277800097e-01,7.859176925881966906e-05,5.081030945307823954e-01
-9.904850842564570934e-01,8.545102119842584644e-05,5.163863566534141469e-01
-9.900582102622970115e-01,9.261941180153733012e-05,5.243201836495667845e-01
-9.896220174632007760e-01,1.000959116201257651e-04,5.319257788069151616e-01
-9.891765099647810144e-01,1.078789725534078970e-04,5.392231384342135447e-01
-9.887216919603237786e-01,1.159665347246920634e-04,5.462310605412822317e-01
-9.882575677307494644e-01,1.243560375471029593e-04,5.529671733504850639e-01
-9.877841416445721778e-01,1.330444345103030588e-04,5.594479772264039363e-01
-9.873014181578584347e-01,1.420282112456194292e-04,5.656888952241965196e-01
-9.868094018141854162e-01,1.513034064525146688e-04,5.717043287012651964e-01
-9.863080972445985584e-01,1.608656352937464006e-04,5.775077153896105431e-01
-9.857975091675673651e-01,1.707101148894060911e-04,5.831115880514404770e-01
-9.852776423889412216e-01,1.808316915611874430e-04,5.885276323893036121e-01
-9.847485018019042080e-01,1.912248694981025980e-04,5.937667432947625334e-01
-9.842100923869290252e-01,2.018838405334442293e-04,5.988390788279314148e-01
-9.836624192117302545e-01,2.128025147405671459e-04,6.037541115487643495e-01
-9.831054874312162850e-01,2.239745515722073083e-04,6.085206769888447109e-01
-9.825393022874412408e-01,2.353933912847006862e-04,6.131470191742207643e-01
-9.819638691095552430e-01,2.470522864050587867e-04,6.176408331969052146e-01
-9.813791933137545609e-01,2.589443330150750355e-04,6.220093048935283475e-01
-9.807852804032304306e-01,2.710625016430656025e-04,6.262591477310115451e-01
-9.801821359681173185e-01,2.833996675700717468e-04,6.303966370259205254e-01
-9.795697656854405189e-01,2.959486403737184414e-04,6.344276416402671037e-01
-9.789481753190621971e-01,3.087021925492454280e-04,6.383576533047937707e-01
